% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV1764
% Time: 2022/03/07 16:22:13
% Demod 1 Sample R, /dev1764/demods/0/sample.R
% Demod 2 Sample R, /dev1764/demods/1/sample.R
% Frequency (Hz); Demod 1 Sample R  Amplitude (V); Demod 2 Sample R  Amplitude (V)
% Demod 1 Sample Phase, /dev1764/demods/0/sample.Theta
% Demod 2 Sample Phase, /dev1764/demods/1/sample.Theta
% Frequency (Hz); Demod 1 Sample Phase  Phase (deg); Demod 2 Sample Phase  Phase (deg)
63607.61428416467; 0.0519353230776; 0.0430531413839
65988.66836329785; 0.0516661552571; 0.0433062729947
68458.8535722739; 0.0514197564165; 0.0435239918381
71021.50639906958; 0.0511725473759; 0.0437689370443
73680.08822800303; 0.0509382764851; 0.0439879209909
76438.19001503791; 0.0507136466563; 0.0441960760019
79299.53713810041; 0.0505003757913; 0.0443977202652
82267.99442896036; 0.0502946059152; 0.044586917718
85347.57139347399; 0.0501042494873; 0.0447534271653
88542.42762723677; 0.0499249881531; 0.0449213678445
91856.87843396468; 0.0497507810997; 0.0450731743538
95295.40065419016; 0.0495924854196; 0.0452177751664
98862.63871214648; 0.0494370837567; 0.0453530110618
102563.410889009; 0.0492912885161; 0.0454788590138
106402.7158309626; 0.0491586635199; 0.0455964901767
110385.7393008939; 0.0490251303082; 0.0457148585141
114517.8611828171; 0.0489032791687; 0.0458239928285
118804.6627485035; 0.0487894163617; 0.045925506475
123251.9341961265; 0.0486822575702; 0.0460157717719
127865.6824710997; 0.0485814700115; 0.0461025724292
132652.1393796833; 0.0484866007159; 0.0461814781639
137617.7700063043; 0.048400501201; 0.0462506150156
142769.28144597; 0.0483465791635; 0.0462687532232
148113.6318635657; 0.0482581923108; 0.0463667994256
153658.0398922717; 0.0481832831806; 0.0464248286099
159409.9943837987; 0.0481269025334; 0.0464506174852
165377.2645236036; 0.0481026231783; 0.0464200533062
171567.9103247596; 0.0480690056006; 0.0464431256539
177990.2935146417; 0.0480624327782; 0.0464197087245
184653.0888291428; 0.0479481649282; 0.0465825222524
191565.2957296719; 0.0478901329906; 0.0466450906937
198736.2505587547; 0.0478389183756; 0.046691756733
206175.6391506699; 0.0477876344161; 0.0467468046796
213893.5099141362; 0.0477678081324; 0.0467351490343
221900.2874047354; 0.0477415765065; 0.0467405062349
230206.7864053968; 0.0477469863146; 0.0467071130887
238824.2265339624; 0.0477198621666; 0.0467129151453
247764.2473975671; 0.0477785529656; 0.0465864193319
257038.9243142923; 0.0476701140755; 0.0467803548108
266660.7846233484; 0.047664668709; 0.0467658763246
276642.8246057904; 0.0475875731085; 0.0468849335323
286998.5270386434; 0.047538167038; 0.0469540513201
297741.8794061404; 0.0475091919816; 0.0469780821416
308887.39279266; 0.0474914475732; 0.0469900062626
320450.1214829086; 0.0474669223179; 0.0470139626493
332445.6832957898; 0.047451407103; 0.0470237753431
344890.2806794512; 0.0474371500426; 0.0470298054491
357800.7225959882; 0.0474255531426; 0.0470369133183
371194.4472253683; 0.047452743611; 0.0469773184116
385089.5455192472; 0.0474165450137; 0.0470328180443
399504.7856364727; 0.0474155960135; 0.0470214687279
414459.6382933151; 0.0474162153167; 0.0470042184841
429974.3030626247; 0.0474420790622; 0.0469478040019
446069.7356574703; 0.0476029171797; 0.0466311463834
462767.6762360953; 0.0474772196511; 0.0468706293322
480090.6787664259; 0.0475003155525; 0.0468373062363
498062.1414898009; 0.0476044377599; 0.0466638508302
516706.3385250491; 0.0478382735442; 0.0462753038864
536048.4526556419; 0.0480745768422; 0.0459420023671
556114.6093441581; 0.0488525484896; 0.0448467376818
576931.9120200429; 0.0523442899767; 0.0393812593343
598528.478688312; 0.0582694865529; 0.0268207503711
620933.479908628; 0.0506988930199; 0.042503655499
644177.1781960967; 0.0486032854973; 0.045485710992
668290.96889694; 0.047914045443; 0.0463879164358
693307.4225943092; 0.0477083571491; 0.0465641228319
719260.329101486; 0.0476877711417; 0.0465076381595
746184.7431019028; 0.0475952788552; 0.0466371998021
774117.0314976358; 0.0474562052616; 0.046842214463
803094.922530293; 0.0475564447845; 0.0465983422232
833157.5567407062; 0.0481992497584; 0.0453868215508
864345.5398361824; 0.0476167077563; 0.0465001819594
896700.9975367829; 0.0474282561331; 0.0468056055557
930267.6324746917; 0.0474120667036; 0.0468090815859
965090.7832234966; 0.0473640192067; 0.0468740191262
1001217.485537188; 0.0473499040965; 0.0468735121033
1038696.535881501; 0.0473385537076; 0.0468723192836
1077578.557343479; 0.0473264435881; 0.0468771146834
1117916.068008266; 0.0473458943897; 0.0468142106689
1159763.551895461; 0.0473702083188; 0.0467442164425
1203177.532550891; 0.0473793932903; 0.0467065690398
1248216.649393146; 0.0475281146252; 0.046391774979
1294941.736918075; 0.0473927999636; 0.0466254926648
1343415.906868136; 0.0473553804233; 0.0466739232798
1393704.633477663; 0.047428264105; 0.0465123296297
1445875.841909154; 0.0473520648536; 0.0466310045234
1000; 29.4548225474; 118.077417385
1037.433475629127; 28.5290204174; 117.092543349
1076.268216355929; 27.6248259722; 116.097871042
1116.556676403293; 26.7382276583; 115.15043705
1158.353273537974; 25.8682922614; 114.200396155
1201.714462572876; 25.0137089467; 113.269087859
1246.698811620767; 24.1765002979; 112.362004556
1293.367081202435; 23.3590062919; 111.446881248
1341.78230631614; 22.5568731765; 110.577386546
1392.009881579219; 21.7708574549; 109.708818339
1444.117649556818; 21.0034644619; 108.859819385
1498.175992397094; 20.2547327011; 108.008974877
1554.257926896634; 19.5243117691; 107.188739562
1612.439203124496; 18.8087976577; 106.382924096
1672.798406738104; 18.1107492884; 105.589987987
1735.417065129177; 17.4273419171; 104.807301227
1800.379757543061; 16.7635325536; 104.047433866
1867.774229320221; 16.1142035509; 103.287637944
1937.691510414191; 15.4828431354; 102.543826112
2010.226038346046; 14.8663325618; 101.813502898
2085.47578576151; 14.263103958; 101.10852066
2163.542392762945; 13.6755035402; 100.395910909
2244.531304195019; 13.1035390232; 99.7056241606
2328.551912069414; 12.544653413; 99.0211255302
2415.717703321021; 11.9995202248; 98.3426211138
2506.146413095139; 11.4686311577; 97.6798412589
2599.96018377276; 10.9500953397; 97.0219515137
2697.285729948715; 10.4433511606; 96.3768440672
2798.254509585542; 9.95018513317; 95.7354773576
2903.002901574204; 9.46633505464; 95.0997809052
3011.672389941567; 8.99386729569; 94.4724658465
3124.409754953359; 8.53141360279; 93.8484408178
3241.367271370812; 8.08284143296; 93.2313625161
3362.702914128717; 7.63999233199; 92.6206414072
3488.580571712748; 7.20901723758; 92.010560123
3619.1702675242; 6.78548360315; 91.3992513865
3754.648389531227; 6.36962165482; 90.7935118677
3895.197928516685; 5.96165116218; 90.1912986331
4041.00872524444; 5.56117315161; 89.5857219281
4192.277726877963; 5.16735247594; 88.9862146033
4349.209252997581; 4.7806157301; 88.3827568746
4512.015271575634; 4.40044673806; 87.7760649938
4680.915685282409; 4.02644641486; 87.1716977236
4856.138628509426; 3.65894676809; 86.5596038851
5037.920775511396; 3.29614369311; 85.9478985408
5226.507660082968; 2.93699659435; 85.3321631037
5422.154007202129; 2.58257058668; 84.7110621884
5625.124077088097; 2.23256848606; 84.0871898829
5835.692022138589; 1.88587127663; 83.4543104563
6054.142257228405; 1.54250237617; 82.8174245111
6280.769843869632; 1.2021177206; 82.1705596508
6515.880888752274; 0.864531051001; 81.5174189153
6759.792957203676; 0.529374371883; 80.8559971268
7012.835502125096; 0.196322271893; 80.1836635199
7275.350308984972; -0.133201545808; 79.5055868444
7547.691957469722; -0.462200663019; 78.815992291
7830.228300415823; -0.789146987687; 78.1139299091
8123.34096066993; -1.11512952388; 77.4019925846
8427.425846548256; -1.4399375097; 76.6796281345
8742.893686591295; -1.76346838271; 75.9414377632
9070.170584336347; -2.08613049159; 75.1929397285
9409.698593857127; -2.40729420747; 74.43059997
9761.936316847707; -2.72753798683; 73.6533384585
10127.35952205751; -3.04645396704; 72.8665772253
10506.46178791386; -3.36529142787; 72.0607697292
10899.75516920007; -3.68253187088; 71.2427617078
11307.77088868977; -3.99824862278; 70.4087240636
11731.06005467128; -4.31266552315; 69.5594051801
12170.19440533165; -4.62493743902; 68.6910504594
12625.76708100537; -4.93572892473; 67.8184880778
13098.39342533119; -5.24499942489; 66.9257566948
13588.71181639904; -5.55111839766; 66.0149768606
14097.38452900944; -5.85416297904; 65.092865335
14625.09862921054; -6.15466389807; 64.1536960412
15172.56690232068; -6.45117335063; 63.1998328829
15740.52881568999; -6.74273120657; 62.2324989831
16329.7515175017; -7.02992386398; 61.2497256473
16941.03087296176; -7.31112187222; 60.2530081852
17575.19253927706; -7.58522468694; 59.2359832441
18233.0930808733; -7.85326273668; 58.2275279864
18915.62112635977; -8.11527547737; 57.1974354942
19623.69856880316; -8.3683250784; 56.1545084593
20358.28181093174; -8.61207106803; 55.0990445649
21120.3630569522; -8.84570001307; 54.0376450318
21910.97165272288; -9.06870835183; 52.9615890132
22731.17547609558; -9.27894277917; 51.8979668659
23582.08237930141; -9.48191750674; 50.8192602705
24464.84168533105; -9.67006562879; 49.7312634926
25380.64574032934; -9.84448589164; 48.6408988994
26330.73152410141; -10.0047774266; 47.5488599892
27316.38232090594; -10.1509455399; 46.4532031197
28338.92945279149; -10.2807254923; 45.3545639834
29399.75407781811; -10.3943648351; 44.2668101462
30500.28905559244; -10.4914200526; 43.1649109097
31642.02088263622; -10.573361373; 42.0860087452
32826.49170020277; -10.6286749414; 40.9473147359
34055.30137725198; -10.6862655666; 39.9821523892
35330.10967139991; -10.7237099584; 38.8979223193
36652.63847075864; -10.7314158337; 37.8205672046
38024.67411969699; -10.7426336732; 36.8250477567
39448.06983166216; -10.7260445226; 35.7566161475
40924.74819232169; -10.6643531144; 34.6640153219
42456.70375640712; -10.627968141; 33.7865089177
44046.00574176565; -10.5914514831; 32.8187651282
45694.80082426042; -10.5214811634; 31.8315712284
47405.31603729318; -10.4306644976; 30.858559388
49179.86177986615; -10.3320228231; 29.9437315836
51020.83493724671; -10.2218405471; 29.0104322989
52930.72211844773; -10.1040495364; 28.1089211538
54912.10301490073; -9.96884218414; 27.2110270347
56967.65388485313; -9.82794776119; 26.3308770925
59100.15116820031; -9.67551080815; 25.4748208818
61312.47523663285; -9.51237651407; 24.6274929053
63607.61428416467; -9.34332376944; 23.8006507003
65988.66836329785; -9.16253701705; 22.9848369336
68458.8535722739; -8.97439907098; 22.2011118819
71021.50639906958; -8.80253102199; 21.4566804535
73680.08822800303; -8.61608196201; 20.7131087659
76438.19001503791; -8.42839728508; 19.9920593484
79299.53713810041; -8.23687252135; 19.2823954559
82267.99442896036; -8.04008627142; 18.5822804298
85347.57139347399; -7.83681059047; 17.8963807794
88542.42762723677; -7.64379793858; 17.2456025199
91856.87843396468; -7.44235270453; 16.5965185244
95295.40065419016; -7.24759252315; 15.9766033955
98862.63871214648; -7.04985135466; 15.365092435
102563.410889009; -6.85303974801; 14.7681047073
106402.7158309626; -6.66410224472; 14.2008032906
110385.7393008939; -6.4745482648; 13.6385384715
114517.8611828171; -6.28135392622; 13.0800713223
118804.6627485035; -6.09276002118; 12.5406876798
123251.9341961265; -5.90408990222; 12.0105559928
127865.6824710997; -5.72057428692; 11.4972609967
132652.1393796833; -5.53631953622; 10.9890998552
137617.7700063043; -5.34888691118; 10.4818695703
142769.28144597; -5.16715577016; 10.0075000441
148113.6318635657; -5.0202391154; 9.57852962401
153658.0398922717; -4.84041035955; 9.09948965162
159409.9943837987; -4.65569944578; 8.6199540448
165377.2645236036; -4.46639094261; 8.14803445154
171567.9103247596; -4.35815565946; 7.82710247158
177990.2935146417; -4.28050408363; 7.57775908526
184653.0888291428; -4.1391935542; 7.1525757098
191565.2957296719; -4.01575107872; 6.78966053583
198736.2505587547; -3.86644433719; 6.37919386969
206175.6391506699; -3.72459776303; 5.98172047659
213893.5099141362; -3.56578825031; 5.56345512595
221900.2874047354; -3.4241702984; 5.17492333154
230206.7864053968; -3.33203746727; 4.8896214211
238824.2265339624; -3.17790896645; 4.47121791804
247764.2473975671; -3.12031035359; 4.26453543914
257038.9243142923; -3.09972393759; 4.07445251335
266660.7846233484; -2.99784701139; 3.75641467953
276642.8246057904; -2.91020436246; 3.44373378144
286998.5270386434; -2.78568331888; 3.06693403373
297741.8794061404; -2.66134441205; 2.69310993928
308887.39279266; -2.54500342816; 2.33403514256
320450.1214829086; -2.42984917341; 1.9732898686
332445.6832957898; -2.31630978705; 1.61373965607
344890.2806794512; -2.19053962619; 1.22716102551
357800.7225959882; -2.0672210628; 0.842430824293
371194.4472253683; -1.95573211638; 0.480288984758
385089.5455192472; -1.85019145794; 0.118629979247
399504.7856364727; -1.69163718362; -0.346811711894
414459.6382933151; -1.53895262641; -0.805566183148
429974.3030626247; -1.33362262992; -1.37012637296
446069.7356574703; -1.23076148399; -1.74315114277
462767.6762360953; -1.05061475245; -2.27283448947
480090.6787664259; -0.746876208597; -3.04795176273
498062.1414898009; -0.34218131624; -4.03530816059
516706.3385250491; 0.153583189187; -5.24342656464
536048.4526556419; 0.799130148099; -6.78233366863
556114.6093441581; 2.19900412091; -10.1189797027
576931.9120200429; 4.14544798027; -17.1736306163
598528.478688312; -4.31152916682; 8.34957595306
620933.479908628; -7.95322328689; 11.618439786
644177.1781960967; -6.26941453323; 6.3941945729
668290.96889694; -5.16483800511; 3.64996796086
693307.4225943092; -4.34301773237; 1.72688930964
719260.329101486; -3.93968405483; 0.672641437975
746184.7431019028; -3.77888023811; 0.0662599220811
774117.0314976358; -3.46589561781; -0.846032849552
803094.922530293; -2.92753401681; -2.17193047526
833157.5567407062; -3.4540888453; -1.37308636232
864345.5398361824; -3.81696116294; -1.05144393389
896700.9975367829; -3.49187408622; -2.03072342267
930267.6324746917; -3.42097506924; -2.50298704584
965090.7832234966; -3.35152835971; -2.98645226818
1001217.485537188; -3.26238459495; -3.51687706583
1038696.535881501; -3.22692899736; -3.9555429114
1077578.557343479; -3.19335737417; -4.4034082535
1117916.068008266; -3.12840008682; -4.92639811245
1159763.551895461; -3.16343313572; -5.27031586359
1203177.532550891; -3.11449794606; -5.79141050907
1248216.649393146; -3.2499257918; -5.9780874798
1294941.736918075; -3.389401768; -6.15682388784
1343415.906868136; -3.34191266582; -6.71859493136
1393704.633477663; -3.3721899694; -7.15602530642
1445875.841909154; -3.43328938506; -7.5378657206
